start_date,asset_number,GLD,MDYG,MDYV,SLYG,SLYV,SPYG,SPYV,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2014-04-07,16,8.270808866150145e-11,2.4661731571078486e-11,0.2508661699225555,1.2742948872246392e-10,6.471706020774498e-11,8.79499652641831e-12,1.1051338657575248e-06,3.786474003305874e-11,4.976074557115259e-11,3.335484498715209e-11,1.2691618454929606e-11,7.671160322842927e-12,0.2999953482943774,0.025637682473797836,0.29999999992111515,0.1234996943139329
2014-07-08,16,1.4399732513818983e-11,5.124771855969502e-13,0.24791937346031748,5.54059024204772e-13,2.8397859200641895e-13,1.0540190948512034e-12,0.07369385395267476,6.837856138749362e-13,5.507833178069649e-13,2.9700104157741456e-14,1.9309151430334234e-13,3.328226053934459e-13,0.2921378929812592,0.07857170838109444,0.2999999999993378,0.007677171268966747
2014-10-06,16,2.5323309254071802e-14,2.1519642540213063e-14,0.0011737406424390704,1.2587141805367656e-14,1.875541697598918e-12,3.421893289776459e-11,0.18157278930253462,1.7672434948088682e-14,5.811194294282509e-14,3.320280425416041e-09,3.5151179869767244e-09,1.5903396070925293e-11,0.29561100256340955,0.18506338728624747,0.2999999999807211,0.0365790743876169
2015-01-06,16,5.291106449783817e-12,8.221523488813409e-13,0.03679479829859633,2.8794112635311514e-13,1.0647928058121803e-13,8.368105969539059e-13,0.27359876317857096,4.08256257652114e-12,5.2529367734820826e-12,0.0452997961703006,6.471566241103637e-11,7.110104321174775e-11,0.20180160459369959,0.12185431717398226,0.299999999920179,0.020650721098748572
2015-04-08,16,3.330813232308854e-11,5.349978521250271e-12,0.2999206390890857,1.6187691865908981e-12,4.1596773687375024e-12,5.648958953113074e-13,1.90399383768657e-07,1.3512626875536193e-11,5.0760698224914464e-11,1.2261460388245946e-12,3.4515838665668063e-12,2.7551628495983483e-12,0.23726174810579367,0.020937844310223986,0.2999999999903745,0.1418795784138516
2015-07-08,16,0.0,2.22258841682018e-12,1.2425553497337677e-11,3.1787642199384347e-12,2.2173092696453844e-12,2.3185224676706845e-12,1.044066767448919e-11,0.0,0.0,2.824554581376897e-13,0.0,0.003423727090315004,0.2999999999924081,0.09657627293172777,0.2999999999917975,0.29999999999407945
2015-10-06,16,0.0,2.493358935738232e-13,0.0,0.0,0.0,0.0,0.0,2.3882020832016394e-12,6.718362588254975e-12,4.575837473897339e-13,0.0,0.3000000000000002,0.09999999999634893,0.0,0.3000000000000002,0.3000000000000002
2016-01-06,16,2.251151850065417e-15,2.1223195674556324e-11,1.51034953062656e-11,2.249342660711406e-11,2.035382629818909e-11,1.4558968742130304e-11,1.2382404851143166e-11,2.4473875014799284e-11,7.758450349908816e-11,3.225346379804601e-11,1.8065422922752824e-11,0.25343337334212335,0.2999999999365071,0.14656662656735614,0.2999999999794316,9.135550586937397e-12
2016-04-07,16,2.9593141272507265e-09,2.057832708047029e-11,8.314616289220524e-12,5.408622692291313e-12,4.099793145581935e-12,4.897399989185588e-12,4.2947180831660734e-12,6.5201856601556246e-12,2.7126181694261706e-11,1.4050288998685432e-11,5.733455473535997e-12,0.25765536126652067,0.2999999999783642,0.29999999999116334,0.14234463594663954,9.494018081660848e-14
2016-07-07,16,0.25530542342076257,8.089357626772253e-10,1.9706258963673004e-11,2.0404144269381846e-10,3.457473651636902e-11,7.215164714164937e-08,6.391652550989839e-11,1.1785981884599465e-09,1.0099837511416668e-09,4.8082189166324914e-12,9.239377524957662e-11,0.0035543014653300043,0.29999983613848935,0.29907868080431327,0.14206164471062913,3.940565489091788e-08
2016-10-05,16,1.4568594198144687e-17,1.7427564612570675e-12,1.830161651091394e-11,1.2933435834749197e-18,1.9318310551378254e-11,9.14251204446214e-18,1.4839459383385772e-11,6.836765811019652e-11,1.6840736164847645e-10,3.1848346908999406e-11,1.5452231401849095e-11,0.2999999999168413,0.2999999999207433,0.21382659652420194,0.16031169655113783,0.025861706796680067
2017-01-05,16,1.157133354194336e-11,1.3242605665845708e-12,1.807099822330446e-11,0.12518355304282602,2.7585105410151187e-11,3.2149839760255943e-20,7.314050897290656e-18,1.322518897185841e-12,1.6848627927130706e-17,0.23759420062192668,3.093132921335863e-18,0.24081388106632337,0.13061072473696814,0.265797640305402,1.2600904090203003e-11,1.5433952206511023e-10
2017-04-06,16,0.14221601241666712,6.13486686429257e-13,5.279318227060761e-13,0.19282493742734733,8.585883631291969e-11,3.978133860252156e-12,1.785004109790014e-11,7.684301037363283e-11,2.5662507067031975e-10,6.484495941053634e-09,2.1416659896167594e-12,0.2999996809101231,0.0468475530956157,0.22673537497383825,3.951797628319542e-11,0.09137643418277208
2017-07-07,16,0.2130247085294412,1.540622012865096e-11,8.942333040950338e-12,0.0882677442351177,2.7053509595473357e-11,1.4636521068700187e-12,1.1027311957618163e-12,4.371079384015746e-12,3.228094078807701e-11,0.11686720809562244,0.18729302414434457,0.2999999999935647,6.704679237178842e-05,0.09447879900341787,3.022676227841799e-12,1.468306669634661e-06
2017-10-05,16,0.29238133953286066,1.0785442407025502e-10,1.3332620501105333e-11,1.3603779870532172e-10,1.4503471096723078e-10,9.945916232142732e-11,3.3370976689538083e-08,1.654011475655643e-11,8.343083537759376e-11,0.2020532004435452,4.778893526459471e-06,0.29999785970203147,8.769391238856051e-10,0.20556278726675453,1.1046164977431771e-10,7.201369037515632e-10
2018-01-05,16,0.2999999994971749,2.793452259878817e-10,2.622004459994878e-10,7.892444756744259e-07,2.921762902646187e-12,7.36163655068254e-11,1.1809734966986665e-10,1.1101997988451409e-10,1.303316343161637e-09,0.09896252480850189,0.2976408208435959,0.29999200080944083,6.071160747503856e-06,0.0033977845207074165,6.96555908440847e-10,6.359389775195426e-09
2018-04-09,16,0.2999397469398585,1.1088434719491359e-08,1.9883409217550488e-06,2.21513135660766e-06,1.908676975927201e-08,2.7648342137496924e-06,1.8621945397715222e-06,2.120160053825844e-06,2.0426227113768793e-06,0.2193592374647028,1.02714040810608e-05,0.29971342415551444,4.5974693575492954e-05,0.16919091055174018,2.4652291495638303e-06,1.9964929208363946e-06
2018-07-09,16,0.2746339703897463,2.634121427504256e-11,2.716176989102296e-06,0.05882569095532976,0.18597307309160724,1.6781812667032387e-05,6.982951620134348e-10,2.711311882919521e-11,2.5531368182115892e-09,0.046697038902555145,9.396161596918126e-08,0.2704077059324626,1.2238671827116501e-10,0.15969088828412634,3.9667410334263024e-10,0.0037520376433525073
2018-10-05,16,0.11430842371219625,3.786795968810341e-11,7.109062659304542e-12,0.07627169483733721,6.059383527068524e-09,0.1470768462194164,4.113304530044082e-09,1.2317070652256372e-11,4.3734954808006655e-12,0.18188280656106484,4.697676112924751e-07,0.2999999746559406,1.678377017713439e-11,0.18045977402884697,3.168238078936557e-11,2.9032922713351698e-12
2019-01-08,16,3.96097589992537e-12,3.031607481655119e-11,3.016498735324337e-11,1.0470034705553596e-07,7.749559723222495e-14,1.8093453347607282e-06,2.280100720466001e-13,3.015878811452806e-11,3.00448777564317e-11,0.25334595627401263,3.0037103964336996e-11,0.29999999999864524,3.003035889509566e-11,0.14668805104061927,3.1405969000537826e-11,0.2999640784225655
2019-04-09,16,0.29902445002947986,2.0277559543042763e-11,1.3287164539526584e-07,5.431732292274543e-06,1.4198731977248773e-13,8.714517423796553e-07,4.80552223356516e-13,1.4398126418256719e-13,5.824022444091819e-13,0.13079969277094808,0.0001999213414241371,0.11480211464860178,2.0669477656177918e-13,0.299998653605244,4.798981870199373e-13,0.15516871182317987
2019-07-10,16,0.29999999999973004,6.06612592180894e-14,9.425081666222377e-14,1.221072478134275e-13,1.9012060922518443e-13,0.12123931958898934,5.606738772240473e-14,4.8362412843595946e-14,2.8752698918249654e-13,1.537361925261678e-08,7.607429769287457e-14,0.024853413998017843,2.0041370852369693e-09,0.29999999999978877,7.023905457690887e-10,0.2539072495265659
2019-10-08,16,0.2999656716605568,8.906162168879392e-06,8.524499056238017e-06,8.770581337082064e-06,8.4444029249684e-06,9.732874071889692e-06,8.525600694393804e-06,8.815857365197014e-06,8.783689586550247e-06,8.134588376098813e-06,8.714203284277513e-06,0.07440913820788013,0.03042230394603856,0.2999663576704165,8.805711977846975e-06,0.29514055715338433
2020-01-08,16,0.29999999994649257,1.4079684703592436e-11,1.0980206908272947e-11,8.536349084296703e-12,1.0787475729523012e-11,2.749638876014654e-13,4.137829133435642e-12,2.2648889399914428e-11,3.073552626468428e-11,2.9407942036704755e-12,1.0449957791313822e-11,0.2829248826725564,0.05925869149844915,0.29999999997315685,2.6850567092011936e-12,0.05781642582930819
2020-04-08,16,0.29999999995004034,9.158146292959371e-12,2.053527055078024e-11,1.5236607682171702e-11,2.765353059871796e-11,7.036151876856803e-11,4.9874804763202486e-08,1.0676216620515552e-11,4.102125773103668e-11,1.477569025962842e-11,1.176273641339438e-11,0.2999999942885818,0.21627121494719742,0.11726765922768392,0.06646108182493066,4.9425412501882206e-11
2020-07-09,16,0.299999999902062,0.0,5.616836339416424e-11,3.6581485412524305e-11,2.5787704056834683e-11,0.2999999999057164,1.2868827474413809e-10,1.363834677928755e-10,6.240890829344337e-11,5.677923583186822e-11,4.378385266351383e-12,0.299999999920506,3.6482887278702936e-18,0.0999999997921246,4.1317770864324444e-18,5.5787248081742334e-11
2020-10-07,16,0.3000000000000002,0.0,0.0,0.0,0.0,6.626492077612036e-11,0.0,0.0,0.0,0.0,0.0,0.3000000000000002,0.3000000000000002,6.882109826801714e-11,6.398763130800901e-11,0.10000000006841628
2021-01-07,16,0.29999999295497515,1.4861129136978864e-09,1.220404934350609e-09,1.4787991038868235e-09,1.2542250862671353e-09,1.533058782965316e-09,1.0292405151473368e-09,9.44289123631464e-10,1.8133079662476737e-09,1.2736112948677067e-09,1.1862104753832896e-09,0.2999999979573121,0.29999998802915034,1.3889951956679632e-10,0.05831292053499661,0.04168708677344742
2021-04-09,16,0.3000000000000002,0.0,0.0,0.0,0.0,8.170977031666145e-12,0.0,3.4200295053137077e-12,0.0,0.0,0.0,0.3000000000000002,0.29646022470870237,3.1826321938638794e-13,5.516606970585062e-13,0.1035397753094026
2021-07-09,16,0.3000000000000002,0.0,0.0,0.0,0.0,0.3000000000000002,0.0,0.0,0.0,0.0,0.0,0.3000000000000002,0.10000000006064082,0.0,0.0,0.0
2021-10-07,16,0.3000000000000002,0.0,0.0,0.0,0.0,0.3000000000000002,0.0,0.0,0.0,0.0,0.0,0.3000000000000002,1.187487652673437e-11,0.0,0.09999999994446022,4.381534366320433e-11
